tweet_id;sentiment;content
10067;anger   ;Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps     
10068;anger   ;can't believe Achilles killed me! #angry       
10069;anger   ;I lost a couple niggas I want revenge so put me in coach       
10070;anger   ;@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you ðŸ˜•    
10071;anger   ;Where's your outrage when a black man kills another black man in the streets?  
10072;anger   ;it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao  
10073;anger   ;Absolutely fuming I've just scratched all my car ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡      
10074;anger   ;@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying       
10075;anger   ;How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##     
10076;anger   ;I dislike people who get offended by the littlest shit .       
10077;anger   ;What the fuck am I supposed to do with no lunch no dinner no money and I'm off to work #furious #hangry #day5
10078;anger   ;@justyne_haley it does. if one person ruins season 13 for me I will be so angry       
10079;anger   ;What the fuck am I supposed to do with no lunch no dinner no money and I'm off to work  #hangry #day5
10080;anger   ;@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply    
10081;anger   ;So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended      
10082;anger   ;The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves shame on blacks    
10083;anger   ;Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer #angry    
10084;anger   ;but that was a mistake and a half assed excuse and now here i am burning in hell forever       
10085;anger   ;@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed     
10086;anger   ;@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood   
10087;anger   ;Tasers immobilize if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder   
10088;anger   ;Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't!    
10089;anger   ;@ChurdAllan fucked my coupon that goal! #raging
10090;anger   ;LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.   
10091;anger   ;Now that the whole clown rage has scared me shitless I'm gonna go cry in my room      
10092;anger   ;Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18    
10093;anger   ;Your twitter picture just makes me fume.       
10094;anger   ;@leesyatt you are a cruel cruel man. #therewillbeblood        
10095;anger   ;That's really it for my madden career that game sucks  ea sports does a piss poor job every year on that shit 
10096;anger   ;@NeoFundie @fitchest Ha. Right. I'm from San Jose CA and I was offended right there with you. Dave go on a walk or something next time.     
10097;anger   ;@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay    
10098;anger   ;I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes  
10099;anger   ;@politico @realDonaldTrump another angry white man!    
10100;anger   ;Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage  
10101;anger   ;The majority of people irritate the fuck out of me cba with people ahahah     
10102;anger   ;@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!  
10103;anger   ;Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!!       
10104;anger    ;@kingvee_ don't provoke me to
10105;anger   ;You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!     
10106;anger   ;Bloods boiling 
10107;anger   ;Leave it on there rulenimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet 
10108;anger   ;@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh   
10109;anger   ;I swear if @devincameron23 blocks me I'm going to hit her back 
10110;anger   ;@jennylhowe I am angry at the student for being a racist and the teacher for not stopping it and at the class for letting it go by.  
10111;anger   ;I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage   
10112;anger   ;I'm just a fuming ball of anger today ðŸ™ƒ     
10113;anger   ;I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.      
10114;anger   ;@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry 
10115;anger   ;A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming       
10116;anger   ;Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD 
10117;anger   ;angry already  
10118;anger   ;... flat party and I instantly get bollocked about it. #fuming 
10119;anger   ;@XemitSellsMagic add tracking but resent them  
10120;anger   ;@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.  
10121;anger   ;SOMEONE LET SNAKES IN MY HOUSE I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2  
10122;anger   ;@ChronAVT ummm the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage      
10123;anger   ;@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town   
10124;anger   ;..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ #rage!!!!    
10125;anger   ;Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO 
10126;anger   ;@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome      
10127;anger   ;I just love it when people make plans for me without actually including me in this process #rage       
10128;anger   ;@ggreenwald Smh remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger   
10129;anger   ;@brendancoots where's your outrage that your party nominated a lying corrupt person? And received donations from nations who support terror   
10130;anger   ;@edquinn63 how can you even forget to pick ur fave child up from school #offended      
10131;anger   ;I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage   
10132;anger   ;@soyoprincess they irritate me. Them and their inch thick made up masks
10133;anger   ;@ChurdAllan fucked my coupon that goal!        
10134;anger   ;How was Natalie one of the top three favorites?! #toofaced and #bitter ðŸ™„    
10135;anger   ;@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.    
10136;anger   ;@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp  #Komisarjevsky  
10137;anger   ;To'Why can't we brothers protect one another? No one's serious and it makes me furious. Don't be misled just think of Fred.' #mayfield       
10138;anger   ;..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ !!!! 
10139;anger   ;@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed    
10140;anger   ;All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting     
10141;anger   ;There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know    
10142;anger   ;i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN    
10143;anger   ;testing #angry 
10144;anger   ;@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard  
10145;anger   ;How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious
10146;anger   ;i was angry.   
10148;anger;@cineworld 'Congratulations your Free 1 month has been activated' Then charges Â£34.80 the same month. Absolutely furious ðŸ˜¡ 
10149;anger   ;@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting  
10150;anger   ;straight people are canoodling on the quad and I'm #offended   
10151;anger   ;I can definitely feel my irritation today lord give me strength       
10152;anger   ;@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„   
10153;anger   ;When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms
10154;anger   ;@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming  
10851;anger   ;@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 
10156;anger   ;@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop 
10157;anger   ;@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW   
10158;anger   ;Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen.  #loathing     
10159;anger   ;@mdivincenzo9 he's stupid I hate him lol #bitter      
10160;anger   ;@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡       
10161;anger   ;@Slippus @PureGym  yeah I received a fine today which I am furious about currently appealing it after being a member for so long...   
10162;anger   ;People irritate me ðŸ™„
10163;anger   ;Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope   
10165;anger   ;I swear if @devincameron23 blocks me I'm going to hit her back #revenge
10166;anger   ;@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ #fuming       
10342;anger   ;@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY   
10168;anger   ;@bt_uk why does tracking show my equipment delivered when it wasn't? Why is my service suddenly delayed? We've already 3 weeks.       
10169;anger   ;Does she really need to pout all the time - getting on my nerves #GBBO 
10170;anger   ;Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp     
10171;anger   ;"@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...       "
10784;anger   ;@FrizzeyesJr meeee i'm lvl 320 and i have not a single relentless     
10173;anger   ;@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there either.    
10174;anger   ;@Disneyland #nothappy and still #charging the #fullprice ðŸ˜¡ðŸ˜¡ #fuming some your #bestrides ðŸ˜³ðŸ˜³
10175;anger   ;Forgot to eat dinner and now I'm furious with everything and everyone  
10176;anger   ;"the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap ðŸ¤—      "
10314;anger   ;@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!    
10178;anger   ;Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops   
10179;anger   ;@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines  #con!  
10180;anger   ;You a fuck boy if you run drag routes back to back in madden   
10181;anger   ;I got fever highs\nI got boiling blood 
10182;anger   ;@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits 
10183;anger   ;I can't even right now #bb18 #rage     
10184;anger   ;@Daniel_Sankey @hayleyp79 Haha.... Actually after the Doggies I'm barracking for Anyone But GWS! #bitter      
10185;anger   ;Why are people that don't have iPhones so bitter about iPhones???? Can someone explain 
10853;anger   ;@jaaames1993 Literally burst out laughing.     
10187;anger   ;@deshbhakthoon always unhappy and easily offended.     
10188;anger   ;@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding those clowns should watch it   
10189;anger   ;All hell is breaking loose in Charlotte. #CharlotteProtest  #looting   
10190;anger   ;When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA  #oldcunt    
10191;anger   ;Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott  
10192;anger   ;Not giving a fuck is better than revenge.      
10193;anger   ;@winksahoy we about to get shit on by the wrath of winter out of nowhere       
10194;anger   ;@GrxjicTank WHY though! Why did u want to offend Americans?    
10640;anger   ;@JustinRow1 dude the new madden 17? Haha      
10196;anger   ;@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail 
10197;anger   ;@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice  
10198;anger   ;Thought the Xbox one s madden bundle would come with a physical copy of madden not a codeðŸ˜´ it's gonna take fucking forever to download lol  
10199;anger   ;@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits  
10200;anger   ;#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.  
10580;anger   ;@KevinI @GGGBoxing @SpecialKBrook pretty average klitschko fury did about 60k and Joshua white did about 450k
10202;anger   ;@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby   
10203;anger   ;I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media    
10204;anger   ;Forever angry that gh ruined Molly and morgan's bond/friendship #bitter
10205;anger   ;Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.   
10206;anger   ;@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage      
10207;anger   ;Can't believe I've only got 2 days off left ðŸ™„ #backtoreality #raging
10208;anger   ;@Austin4evaLEEDS fuming!       
10209;anger   ;Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.       
10210;anger   ;Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp
10211;anger   ;â€¢My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--  
10212;anger   ;Don't join @BTCare they put the phone down on you talk over you and are rude. Taking money out of my acc willynilly!  
10780;anger   ;@leener0 @libbyfloyd1 @G_Eazy my snap is andriaprebles â¤ï¸ 
10214;anger   ;"People need a way to escapeescape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation"
10215;anger   ;I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ðŸ˜‘   
10216;anger   ;I don't talk about politics because people nowadays get offended easily!       
10217;anger   ;@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either   
10218;anger   ;@AskPS_UK not received verification email asked for it to be resent 5 times still nothing.    
10242;anger   ;@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.
10272;anger   ;@Lexual__ @jdspielman10 RIP to the 100s of black men womenCHILDREN killed in Chicago. Where is the outrage? 
10221;anger   ;I genuinely think I have anger issues  
10222;anger   ;@judy_that Im honestly offended
10223;anger   ;Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter     
10224;anger   ;I'm so annoyed/sad YouTube is burning itself to the ground ðŸ™„ðŸ™„    
10225;anger   ;How can I tell Happy Anniversary when u are not happy.. #bitter #ampalaya #paitpaitanangpeg   
10226;anger   ;Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer   
10231;anger   ;@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 10 real quick with the irritation.    
10228;anger   ;When someone rudely says all women should have long hair and your inner feminist tries not to rage     
10229;anger   ;Absolutely raging at the changes to CAS what a joke   
10230;anger   ;Girls irritate me so much lol  
10232;anger   ;@xxmariab listen yh don't provoke me cos I'll make you cry     
10233;anger   ;@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry       
10234;anger   ;Bloody parking ticket ðŸ˜’ðŸ’¸ 
10235;anger   ;@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas!  
10236;anger   ;@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!        
10237;anger   ;They're like the rape apologists who (inadvertently?) make men sound like rabid mindless beasts. With friends like these...   
10296;anger   ;@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter      
10239;anger   ;@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos  
10240;anger   ;"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races cultures and creeds &amp; they should be castrated"
10241;anger   ;@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry     
10704;anger   ;@MeghanEMurphy Oh gosh if you get 800+ raging comments from cruise fans I will just die laughing!    
10243;anger   ;@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest    
10244;anger   ;Delete this shit Josh just screenshotted my snap me    
10245;anger   ;Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops   
10246;anger   ;@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.     
10247;anger   ;i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming    
10248;anger   ;I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry
10249;anger   ;You will never find someone who loved you like I did. And that my love will be my revenge.    
10250;anger   ;A @FirstBSA not turning up? Why am I not surprised. Late for work again!       
10251;anger   ;"If you be #angry which may be the case &amp; which may be unavoidable see that the sudden excitement does not become sin. #AlbertBarnes     "
10252;anger   ;"@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;)  "
10253;anger   ;I am just so bitter today ðŸ˜ 
10254;anger   ;@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.    
10255;anger   ;@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚     
10256;anger   ;Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst    
10257;anger   ;OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage       
10258;anger   ;i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸    
10259;anger   ;"@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks."
10260;anger   ;@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter    
10261;anger   ;@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help!     
10262;anger   ;@alicehouston18 sorry I'm just angry my drone flew away
10263;anger   ;@carefreeash_ id be fuming     
10264;anger   ;@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended    
10265;anger   ;@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --   
10266;anger   ;I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes
10267;anger   ;Why mfs so bitter      
10268;anger   ;im on holiday for the next round fuming!      
10269;anger   ;"Did we miss the fact that #BurkeRamsey swung &amp; hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?     "
10270;anger   ;@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?    
10271;anger   ;Like if you aggravate me constantly byeeeeeeee
10273;anger   ;Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...      
10274;anger   ;hitting your children as discipline because you're being quite a raging hypocrite if you're not.       
10275;anger   ;"sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;"
10276;anger   ;@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront. 
10277;anger   ;@JuliaHB1 Bloody right 
10278;anger   ;i have so much hw tonight im offended  
10279;anger   ;Like hello? I am your first born you must always laugh at my jokes. #offended  
10280;anger   ;the outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation.  #fatalism     
10281;anger   ;Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES        
10282;anger   ;and apparently he's supposed to have a Scottish accent??? I'm #offended
10283;anger   ;seek to conduct attacks against Israel intended to provoke a reaction that would further inflame feeling within the Islamic worldâ€. â€¢     
10284;anger   ;Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!    
10285;anger   ;@EagleGiles23 @tgilmore_92 what I miss? #outrage       
10286;anger   ;@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives Never Forgets. They always take revenge Pakistan breaks laws I.A follows     
10287;anger   ;Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18   
10288;anger   ;luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
10289;anger   ;Fake people irritate me
10290;anger   ;Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.  
10291;anger   ;#Anger or #wrath is an intense emotional response.     
10292;anger   ;@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!     
10293;anger   ;if we let that in id be fuming poor keeping    
10294;anger   ;@LynneGarrison yeah I've only seen that floated online as a theory it was probably made up by a bitter stan. I ignore pets v vets crap too   
10295;anger   ;@SkyNews when the East wind blue in summer in Durban S Africa we still surfed and got #stung badly! Must be carefull-A #sting can harm you   
